Nome_Logradouro,Complemento
FRANCA,BLOCO A APARTAMENTO 1404
FRANCA,BLOCO APARTAMENTO
,
VALE DO,ANDAR 1
,
ALMEIDA SANDE,
,
FRANCISCO DRUMMOND 1,ANDAR 1
RAIMUNDO,APARTAMENTO 201
CLOVIS SPINOLA,APARTAMENTO A
CLOVIS SPINOLA,BLOCO A
CLOVIS SPINOLA,APARTAMENTO 1003 BLOCO D
SPINOLA,APARTAMENTO 605 BLOCO D
CARLOS GOMES,QUITINETE 6
POLITEAMA DE,
AMERICO SIMAS,
DIRETA DA PIEDADE,
DO SALETE,
DA FAISCA,TRAVESSA_INTERNA APARTAMENTO 1703
SODRE,CASA
EVARISTO DA VEIGA,
MESQUITA DOS BARRIS,
JOAO RIBEIRO CALDAS,
DO SALETE,
DO SALETE,ANDAR 2
SALETE,QUARTO
VALE DOS,
,
DE SEMINARIO,
DA ORDEM TERCEIRA DE SAO FRANCISCO,
MACIEL DE BAIXO,
MACIEL DE CIMA,
,ANDAR 1
DO TESOURO,PREDIO 1
JOSE JOAQUIM SEABRA,
VISCONDE DE ITAPARICA,
GONCALVES,
BOA SORTE,
,BLOCO 17 APARTAMENTO 01
PRINCIPAL,BLOCO 22 APARTAMENTO 1
,
,04 03
,
,
DAS GAIVOTAS,
DAS GRACAS,
DO CARMO,
DOS BEIJA FLORES,FRENTE
JOSE QUERINO,
NOSSA SENHORA DAS GRACAS,
15,
,
2,
,
22,
BOCA DA MATA,
MATRIZ,
EDUARDO LEAL,
LACERDA,ANDAR 1
DA MATRIZ,
,
FRANCISCO,ANDAR 1
JOSE GUIMARAES,
JOSE GUIMARAES,
GUIMARAES,
ROQUE MARTINS,
1 AV PAULO GONCALVES DA SILVA,
SANTA HELENA,
DA MATRIZ,
FLAVIANO RODRIGUES,
RODRIGUES,SUBSOLO
MARCELINO GARRIDO,
JARDIM DAS,
JARDIN NOVO HORIZONTE,ANDAR
DIOGO FRED,
FRANCISCO XAVIER,
P,ANDAR 3E
BELA VISTA,
SALOME,
JOAO SALOME,
,
MEDICE,
MEDICE,
PRESIDENTE MEDICI,CASA
MATADOURO,CASA DIREITA TERREO
DO MATADOURO,FUNDOS TERREO
DE SA MENEZES,ANDAR 201
A,49 002
,BLOCO 303
,BLOCO 51 APARTAMENTO 102
A,CASA
DA PAZ,
14,ANDAR 1
,ANDAR 2 APARTAMENTO 204
RICA,CASA
JACOB DE,
MARTACENIA,TERREO
MARTACENIA,
CAJAZEIRAS III QUADRA A CAMINHO 3,
JOENVILE,
ADEMARIO OLIVEIRAS,
JENKIS,
BENEDITO JENKIS,AVENIDA_INTERNA CASA 2
BENEDITO JENKIS,ANDAR
1 CELIKA,FRENTE
1 TAMANDARE,ANDAR 1
2 TAMANDARE,TERREO
AVANI PITHON,CASA
ALVARO DA FRANCA ROCHA,CASA
ALVARO DA FRANCA ROCHA,
VIRGILIO MOTA LEAL,BOX 2
04 QUADRA 03,
LOCAL B,TERREO
1,TERREO
TEODOLINA MACEDO,BLOCO 63 ANDAR 2o APARTAMENTO 204
TEODOLINA MACEDO,BLOCO 61 TERREO APARTAMENTO 01
TEODOLINA MACEDO CAMPOS,
65,
67,TERREO FUNDOS
12,
,ANEXO
,BLOCO 12 3 301
,BLOCO 12 ANDAR APARTAMENTO
,15 ANDAR 3 APARTAMENTO
TEODOLINA MACEDO CAMPOS,BLOCO 75 ANDAR 1o APARTAMENTO 103
TEODOLINA MACEDO,BLOCO 71 ANDAR TERREO 002
TEODOLINA MACEDO CAMPOS,BLOCO 67 ANDAR 102
TEODOLINA MACEDO CAMPOS,BLOCO 67 ANDAR 1o APARTAMENTO 103
51 QUADRA F,TERREO
40,
,LOJA
21,
23,LOTE 2 CASA 1
HELIO FREIRE DOS PRAZERES,BLOCO ANDAR APARTAMENTO
DELMIRO GOUVEIA,13 APARTAMENTO
,
9,
9,CASA
JOSE LUIZ DE CARVALHO FILHO QUADRA 06,FRENTE
6 QUADRA,
DAS HORTENCIAS,
1,CASA
C,CASA
,ANEXO
,CASA
8,CASA
RAYMUNDO CARLOS NERY,FUNDOS a
RAYMUNDO CARLOS,
25,
,CASA
E,CASA
,SOBRADO CASA 3
4,ANDAR 1
,
JOAO DE DEUS DA APRESENTACAO,TERREO
KUBITSCHEK,ANDAR 1
JUSCELINO KUBITSCHEK,TERREO
JUSCELINO KUBITSCHEK,ANDAR 1
PARAISO DO LOTEAMENTO SANTO ANTONIO,ANDAR 1
DO LOTEAMENTO SANTO ANTONIO,
FLAVIANO DA APRESENTACAO,
2 FLAVIANO DA APRESENTACAO,
4 FLAVIANO DA APRESENTACAO,
DEISE LUCIA,
PRIMEIRA FREI,
14 DE MAIO,
BENJAMIN,
GUARANI,
GUARANI,
JOSE AMERICO,
JOSE AMERICO,
MARAJAS,
SANTA RITA DO RECANTO DO,
SAO CRISTOVAO DO RECANTO DO SOL,
,
,
B,
,ANDAR 01
03,CASA
I,
12,
I,BLOCO 04 02 202
I,BLOCO 14 02 204
OSMAR VALERIANO OU B,BLOCO TERREO APARTAMENTO
OSMAR VALERIANO OU B,BLOCO 1 ANDAR 3 APARTAMENTO 304
MARCOS VITA OU A,
10,
GUIMARAES,74 APARTAMENTO 003
LUIZ GUIMARAES,ANDAR 03 APARTAMENTO 301
LUIZ GUIMARAES,79 ANDAR 02 204
LUIZ GUIMARAES,BLOCO 80 ANDAR 02 APARTAMENTO 204
EUNAPIO PELTIER DE QUEIROS,
EUNAPIO PELTIER DE QUEIROS,FRENTE
25,
,
,
EDISON TEIXEIRA BARBOSA,
01,
,ANDAR 1
DOROTHY STANG,BLOCO TERREO 004
DOROTHY STANG,BLOCO 1 APARTAMENTO 102
DOROTHY STANG,BLOCO 48 ANDAR 3 APARTAMENTO 301
JULIETA FAHEL,
JULIETA FAHEL,LADO
VALDEMAR MAGALHAES MATTOS,QUADRA A BLOCO 2 APARTAMENTO 203
VALDEMAR MAGALHAES MATTOS,
VALDEMAR MAGALHAES MATTOS,
87,TERREO APARTAMENTO 002
87,1 102
B,ANDAR 1 APARTAMENTO 101
LOCAL 6,3 APARTAMENTO
LOCAL 7,TERREO
101,ANDAR 3 APARTAMENTO 304
LOCAL B,BLOCO 17 ANDAR 3 APARTAMENTO 304
8,
JOAQUIM 23813,
76,
80,
LEONEL BRIZOLA,BLOCO 35 ANDAR 3 APARTAMENTO 302
LEONEL BRIZOLA,BLOCO 33 ANDAR 3
,ANDAR 1
LOCAL C,BLOCO 28 ANDAR 3 APARTAMENTO 303
NOVO,ANDAR APARTAMENTO
NOVO,2 204
BARRAGEM IPITANGA,ANDAR APARTAMENTO
DO  PISTAO,ANDAR 4
MUNDO NOVO,004
RECANTO DA,ANDAR 02 APARTAMENTO 202
56,TERREO
,
LOCAL 7,ANDAR 1 APARTAMENTO 103
LOCAL 7,TERREO APARTAMENTO 003
NOVO,ANDAR 1 APARTAMENTO 104
48,
A,
ALIOMAR BALEEIRO,BLOCO 18 ANDAR 2 APARTAMENTO 201
BALEEIRO,BLOCO 7 TERREO APARTAMENTO 004
CARDOSO,ANDAR 1
CARDOSO,
DO COQUEIRO,
COQUEIROS,ANDAR 1
JAGUARIPE I,
MANOEL JOSE,SUBSOLO CASA 2
SILVA,
3 DAS ORQUIDEAS,
7,
,
DO MATADOURO,CASA E ANDAR 1
IRMA DULCE,CASA E
DULCE,
DULCE,CASA
CONCEICAO,CASA
14,ANDAR 1
,CASA
9,ANDAR 4
MATADOURO,ANDAR 2 APARTAMENTO 203
ELISIO MEDRADO,ANDAR
10,FRENTE
FIRMINO DA,CASA
,CASA
1 DE MAIO,CASA
ARCOVERDE,
CANDIDO RISUTTI,
,
RAVI,
SILVEIRA,ANDAR 1 LADO
LOCAL,
RIO DOCE,
02,ANDAR 2
04,
IPITANGA,
JUSCELINO KUBITSCHEK,
BR 324,
CINZENATO BRAGA,
,
COSTA,TERREO 10
COSTA,ANDAR 1
3 DO ALECRIN,
PRIMEIRA TRAV JOSE R CORDEIRO,
MARIA QUITERIA,
JUSCELINO KUBITSCHEK,BLOCO ANDAR 1 APARTAMENTO 102
SALES,
MANOEL ROSA,
,
DO MATADOURO,
MARTACENIA,TERREO
FRANK NALVA,FUNDOS 2
FRANK NALVA,FRENTE
JACOB DE CARVALHO,
DO MATADOURO,
MATADOURO,2 202
PITON,ANDAR 1
AVANI PITON,
NOGUEIRA,
FIGUEIREDO,ANDAR 1
FILADELFIO CARNEIRO,TERREO
ANTONIO FRANCO RUA A,ANDAR 2
CUNHA,
QUILOMBO DA LAGOA,
QUILOMBO DA LAGOA,
QUILOMBO DA LAGOA,
QUILOMBO DA LAGOA,
QUILOMBO DA LAGOA,
QUILOMBO DA LAGOA,
QUILOMBO DA LAGOA,
QUILOMBO DA LAGOA,
QUILOMBO DA,
AGNALDO LEITE,
JARDIM TERRA,
JARDIM TERRA NOVA,TERREO
JARDIM TERRA NOVA,ANDAR
,
P,
U,TERREO
DIRETA DA CAIXA D AGUA,TERREO
PALMEIRAS,FRENTE
,
ULISSES GUIMRAES,
VALDINO VAZ,CASA
2 CONJUNTO REMANESCENTE,
ALV RAMOS BATISTA,
SAO JOSE,
DIRETA DA CAIXA D AGUA,
RAUL SEIXAS,
DIRETA DA CX DAGUA,
SETE DE SETEMBRO,
ARIANE MENEZES,CASA
DO MAR VERMELHO,CASA
LEAL,CASA
DO MATADOURO,GARAGEM 9
JOSE NICACIO,CASA
JENKIS,
DA GLORIA,
JOAO,CASA 97
B CONDOR SETOR1,
B CONDOR,CASA
DIRETA BOM,
18,1
,
96,
101,
LOCAL C,BLOCO 3 APARTAMENTO 303
C,BLOCO 24 ANDAR 201
,
,
,
,ANDAR 1
,
BARBARA BATISTA NEVES,CASA
DENOMINACAO,CASA
DENOMINACAO,CASA
DE CERQUEIRA FALCAO,CASA
JAGUARIPE,1
JAGUARIPE,1
ANTONIO,CASA A
JORGE,CASA
1,CASA
,CASA
BELA VISTA,CASA
HORIZONTE DA MANGABEIRA,CASA
SENHOR DO,CASA
1 TRAVESSA SENHOR DO BOMFIM,CASA
CALIFORNIA,CASA
DA PACIENCIA,ANDAR 1 CASA
IVETE FERREIRA SANTANA,CASA
PONTAL DE AREIA,
JOSE AVENA,
DO COQUEIRO GRANDE,
DO COQUEIRO GRANDE,TERREO LADO
A,SUBSOLO
A,ANEXO 2
A,TERREO
7 D,
D,
F,
26,
,
DO PARAISO,
IRMA DULCE DA BAHIA,LADO
IRMA DULCE DA BAHIA,FRENTE
ORLANDO JOSE,HANGAR
ORLANDO JOSE,RUA_INTERNA
05,
SONIA VASCONCELOS,CASA
TANIA REGINA,CASA
10,CASA
26,CASA
C CAMINHO 2,ANDAR 1
IRACI FRAGA,
RECANTO DAS,CASA
DIRETA DE VALERIA,TERREO
DIRETA DE VALERIA,
DIRETA DE VALERIA,LADO
,
SAO GERALDO,FRENTE
ANTONIO DA CRUZ PEREIRA,FRENTE
RAYMUNDO CARLOS NERY,CASA
1,CASA
2,FUNDOS
SEGUNDA LAURA PEREIRA DE SOUZA,
DAS PALMEIRAS,
11 DE JULHO,CASA 203
2 DE JULHO,
DAS FLORES DO COQUEIRO GRANDE,
MARCELO ROSSI,SUCAM
PORTELA FIGUEREDO,ANDAR 2
CANARIOS,
PETROLINEA DERCIA,
DIRETA DA CAIXA DAGUA,CASA 157
DIRETA DA CAIXA DAGUA,CASA 183 E
MONICA,CASA
DIRETA DA MANGABEIRA,CASA
IVAN SANTANA,
PAULO COSTA,CASA
LOPES,
AURELIA LOPES,SUBSOLO
PIRAJA,
DE PIRAJA,
DO PISCA PISCA,
FERNANDO MASCARANHAS,ANDAR 1
GALVAO,FRENTE
PARQUE RESIDENCIAL PIRAJA RUA A ESTRA DO COBRE,01 APARTAMENTO
VELHA DE PIRAJA CONDOMINIO MORADA DO RIO EM CONSTRUCAO,TERREO
VELHA DE PIRAJA CONDOMINIO MORADA DO RIO EM CONSTRUCAO,TERREO APARTAMENTO 01
VELHA DE PIRAJA CONDOMINIO MORADA DO RIO EM CONSTRUCAO,ANDAR 01 APARTAMENTO 04
